location,bhk,total_sqft,bath,price
Ambedkar Nagar,3.0,1920.0,4.0,121.0
Jalahalli,2.0,1200.0,2.0,130.0
Sarjapur  Road,4.0,3418.0,2.6926096474673513,222.0
1st Phase JP Nagar,4.0,4550.0,2.0,240.0
Bhoganhalli,2.0,1205.0,2.0,68.32
Haralur Road,2.0,1200.0,2.0,46.0
Akshaya Nagar,3.0,1421.0,2.0,73.0
6th Phase JP Nagar,3.0,1250.0,3.0,48.9
Whitefield,1.0,524.0,1.0,29.0
Thubarahalli,3.0,1540.0,3.0,90.0
Sarjapur  Road,2.0,984.0,2.0,45.91
Rachenahalli,2.0,985.0,2.0,50.17
Whitefield,4.0,2830.0,4.0,161.0
other,2.0,1140.0,2.0,60.0
Begur Road,3.0,1410.0,2.0,44.42
Raja Rajeshwari Nagar,3.0,1700.0,2.0,86.0
Devanahalli,2.0,1360.0,2.0,62.425
Electronic City,4.0,1800.0,3.0,700.0
Dasarahalli,2.0,1333.0,2.0,86.65
Electronic City,2.0,1258.0,2.0,85.5
other,3.0,1458.0,2.0,87.0
Electronic City,2.0,1386.0,2.0,85.0
Electronic City Phase II,2.0,1140.0,2.0,32.92
other,1.0,550.0,1.0,27.0
Lakshminarayana Pura,2.0,1200.0,2.0,83.0
other,2.0,1081.0,2.0,39.0
Whitefield,4.0,2135.0,3.0,149.0
Whitefield,4.0,2500.0,4.0,100.0
other,2.0,1178.0,2.0,80.0
 Devarachikkanahalli,2.0,991.0,2.0,40.0
Gottigere,3.0,1493.0,2.0,90.0
Subramanyapura,3.0,2495.0,3.0,130.0
Kammasandra,2.0,1080.0,2.0,31.99
Dasanapura,2.0,814.0,2.0,53.0
Electronic City,2.0,1025.0,2.0,50.0
Bannerghatta Road,2.0,1115.0,2.0,61.0
Whitefield,4.0,3075.0,2.0,188.0
Whitefield,3.0,1760.0,3.0,160.0
Marathahalli,4.0,3090.0,4.0,350.0
other,4.0,2700.0,4.0,295.0
other,2.0,1175.0,2.0,52.86
Hebbal,4.0,4235.0,5.0,364.0
KR Puram,2.0,1100.0,2.0,45.0
Banashankari,2.0,1450.0,2.0,50.75
6th Phase JP Nagar,3.0,1810.0,3.0,131.0
other,3.0,1426.0,2.0,71.0
Sector 7 HSR Layout,3.0,2400.0,2.0,195.0
Kalyan nagar,2.0,1100.0,2.0,70.0
Electronic City Phase II,1.0,650.0,1.0,35.0
Old Madras Road,3.0,1350.0,3.0,47.25
Kaikondrahalli,2.0,900.0,2.0,27.0
Billekahalli,2.0,1360.0,2.0,110.0
Yeshwanthpur,1.0,674.0,1.0,36.85
Whitefield,3.0,1655.0,3.0,110.0
other,2.0,1300.0,2.0,95.0
other,1.0,936.0,1.0,53.0
other,2.0,1277.0,2.0,92.0
other,2.0,1200.0,2.0,54.0
Hormavu,2.0,1015.0,2.0,39.08
Budigere,2.0,1153.0,2.0,60.0
Kengeri,2.0,1035.0,2.0,51.5
Uttarahalli,2.0,1150.0,2.0,46.0
Malleshwaram,2.0,1020.0,2.0,80.0
Old Madras Road,4.0,3715.0,6.0,212.5
8th Phase JP Nagar,2.0,1160.0,2.0,95.0
Bisuvanahalli,3.0,1075.0,2.0,31.0
Brookefield,2.0,1225.0,2.0,72.0
Benson Town,4.0,5000.0,5.0,950.0
other,2.0,1600.0,2.0,160.0
Malleshwaram,2.0,600.0,1.0,90.0
other,3.0,1350.0,3.0,60.0
Kanakpura Road,3.0,1300.0,3.0,69.0
Channasandra,2.0,830.0,2.0,36.28
Hennur Road,2.0,1155.0,2.0,69.18
Sarakki Nagar,4.0,3126.0,5.0,345.0
Jalahalli,2.0,905.0,2.0,55.0
Vijayanagar,3.0,1375.0,2.0,75.0
other,2.803743235117258,1575.0,2.6926096474673513,31.11
Electronic City,2.0,1140.0,2.0,33.84
Hormavu,3.0,1550.0,2.0,60.0
Kannamangala,2.0,957.0,2.0,55.0
9th Phase JP Nagar,2.0,890.0,2.0,45.0
KR Puram,4.0,3000.0,4.0,235.0
Electronic City,2.0,1070.0,2.0,55.0
other,4.0,2400.0,4.0,595.0
Rachenahalli,2.0,925.0,2.0,37.0
Kammasandra,2.0,1415.0,2.0,60.0
other,1.0,500.0,2.0,80.0
Thanisandra,2.0,1225.0,2.0,37.0
Hennur Road,4.0,2000.0,4.0,90.0
Whitefield,1.0,840.0,1.0,57.0
Thanisandra,3.0,1732.0,3.0,112.0
Parappana Agrahara,1.0,1200.0,1.0,45.0
Bhoganhalli,2.0,1260.0,2.0,69.9
other,2.0,1092.0,2.0,49.0
other,2.0,827.0,2.0,34.0
Horamavu Banaswadi,2.0,1357.0,2.0,54.0
Chamrajpet,2.0,650.0,1.0,40.0
7th Phase JP Nagar,3.0,1370.0,2.0,54.79
Whitefield,3.0,1725.0,3.0,106.0
Jalahalli,2.0,1000.0,2.0,70.0
TC Palaya,1.0,1350.0,1.0,55.0
7th Phase JP Nagar,4.0,3200.0,4.0,350.0
Bellandur,3.0,1717.0,3.0,110.0
Kanakpura Road,2.0,700.0,2.0,34.0
other,2.0,800.0,2.0,32.0
Rajaji Nagar,3.0,2367.0,4.0,340.0
Sonnenahalli,3.0,1415.0,2.0,65.0
7th Phase JP Nagar,3.0,1976.0,3.0,145.0
Kambipura,2.0,883.0,2.0,37.01
Yelahanka,1.0,700.0,1.0,38.0
Sarjapur,3.0,1445.0,3.0,50.0
Battarahalli,3.0,2082.0,3.0,104.0
HSR Layout,2.0,1140.0,2.0,46.0
Thanisandra,2.0,933.0,2.0,66.0
NRI Layout,4.0,800.0,5.0,95.5
Electronic City Phase II,2.0,1155.0,2.0,57.0
Whitefield,2.0,1130.0,2.0,36.0
Bannerghatta,2.0,1200.0,2.0,73.2
other,2.0,1055.0,2.0,43.0
Rajaji Nagar,3.0,1555.0,3.0,125.0
Bellandur,3.0,1420.0,3.0,62.0
other,3.0,2214.0,3.0,350.0
Devanahalli,1.0,658.0,1.0,26.91
Bhoganhalli,2.0,896.9,2.0,78.74
Giri Nagar,4.0,4000.0,3.0,750.0
KR Puram,2.0,1035.0,2.0,40.0
Whitefield,4.0,2064.0,5.0,225.0
other,3.0,1839.0,3.0,160.0
Begur Road,2.0,1200.0,2.0,44.0
Yelahanka New Town,1.0,488.0,1.0,20.0
Banashankari Stage II,3.0,1200.0,2.0,198.0
other,2.0,993.0,2.0,42.0
Hoodi,2.0,1225.0,2.0,45.0
TC Palaya,2.0,900.0,2.0,55.0
Sompura,2.0,825.0,2.0,32.0
Bellandur,4.0,3596.0,4.0,359.0
Electronic City Phase II,3.0,1800.0,3.0,92.0
other,2.0,925.0,2.0,100.0
Kanakpura Road,2.0,1167.0,2.0,63.0
Sarjapur,2.0,1150.0,2.0,41.0
other,1.0,650.0,1.0,50.0
Sarjapur  Road,1.0,675.0,1.0,27.0
other,2.0,2260.0,3.0,90.0
other,1.0,720.0,1.0,32.39
Whitefield,3.0,4800.0,4.0,600.0
Yelahanka New Town,2.0,1100.0,2.0,58.0
other,2.0,550.0,1.0,20.0
Uttarahalli,3.0,1330.0,2.0,58.0
Koramangala,2.0,1320.0,2.0,160.0
Ulsoor,3.0,1685.0,4.0,185.0
Banashankari,3.0,1770.0,3.0,108.0
Prithvi Layout,3.0,2100.0,3.0,125.0
Pai Layout,2.0,1000.0,2.0,42.0
Banashankari Stage VI,4.0,600.0,5.0,105.0
Ramamurthy Nagar,4.0,2916.0,5.0,230.0
Kanakpura Road,3.0,1419.59,2.0,65.0
Kodihalli,3.0,1400.0,3.0,81.0
Horamavu Agara,2.0,750.0,2.0,37.49
Bannerghatta,2.0,1070.0,2.0,87.0
Kannamangala,3.0,1536.0,3.0,107.0
Koramangala,3.0,1710.0,3.0,210.0
JP Nagar,3.0,2400.0,3.0,196.0
Sarjapur  Road,3.0,1773.0,2.6926096474673513,102.92
Electronic City,2.0,1342.0,2.0,72.0
other,3.0,1600.0,3.0,130.0
Kanakapura,1.0,938.0,1.0,50.0
Budigere,3.0,1820.0,3.0,99.0
Bhoganhalli,4.0,2439.0,4.0,170.0
Kanakpura Road,3.0,1665.0,3.0,78.0
Basavangudi,3.0,1850.0,3.0,150.0
Bommanahalli,2.0,1091.0,2.0,40.0
Sarjapur  Road,2.0,1346.0,2.0,74.03
Rajaji Nagar,3.0,1720.0,3.0,224.0
Brookefield,4.0,3675.0,4.0,176.0
JP Nagar,2.0,1060.0,2.0,33.95
Whitefield,2.0,1059.0,2.0,57.0
Hebbal,2.0,1299.0,2.0,97.0
Yelahanka,3.0,1491.0,3.0,85.0
Basaveshwara Nagar,2.0,1200.0,2.0,85.0
Yelahanka,4.0,2088.0,5.0,110.0
Hulimavu,1.0,581.0,1.0,29.0
other,2.0,1296.0,2.0,70.0
other,2.0,1125.0,2.0,55.0
Electronic City,3.0,1275.0,3.0,70.0
Kothanur,2.0,1095.0,2.0,55.0
Old Madras Road,2.0,1330.0,2.0,74.0
Marathahalli,2.0,1135.0,2.0,60.0
Whitefield,1.0,516.0,1.0,39.0
other,2.0,1194.0,2.0,51.0
Electronic City,2.0,770.0,1.0,38.0
Sarjapur  Road,4.0,3930.0,5.0,330.0
Chikkalasandra,3.0,1355.0,3.0,54.2
Harlur,4.0,2569.0,4.0,175.0
Hebbal,4.0,3758.0,4.0,450.0
Whitefield,2.0,1116.0,2.0,51.91
Bhoganhalli,3.0,1707.0,3.0,115.0
Sultan Palaya,2.0,1070.0,2.0,49.0
Whitefield,4.0,6000.0,4.0,410.0
Tumkur Road,3.0,1240.0,2.0,83.0
JP Nagar,2.0,1300.0,2.0,91.65
Ambalipura,2.0,1700.0,2.0,76.0
Yeshwanthpur,3.0,1383.0,2.0,76.18
Electronic City,2.0,1200.0,2.0,34.65
Hulimavu,2.0,935.0,2.0,45.0
Thigalarapalya,3.0,2072.0,4.0,151.0
other,4.0,2200.0,3.0,225.0
Jalahalli,1.0,615.0,1.0,46.0
KR Puram,2.0,1116.0,2.0,45.0
Whitefield,3.0,1639.0,3.0,107.0
Marathahalli,3.0,1839.0,3.0,130.0
other,2.0,1300.0,2.0,63.0
Horamavu Agara,1.0,625.0,1.0,27.0
Thanisandra,1.0,933.0,1.0,61.0
Hosur Road,3.0,2289.0,3.0,180.0
Ramamurthy Nagar,3.0,2316.0,3.0,125.0
Electronic City,2.0,1005.0,2.0,39.77
Horamavu Agara,2.0,1080.0,2.0,38.0
Vishwapriya Layout,2.0,910.0,2.0,36.0
Hormavu,2.0,1200.0,2.0,73.0
Electronic City,2.0,1110.0,2.0,39.9
Kothanur,2.0,1142.0,2.0,56.0
Hormavu,3.0,1800.0,3.0,204.0
AECS Layout,2.0,1005.0,2.0,55.0
other,3.0,1626.6,3.0,133.0
Kothanur,2.0,1074.0,2.0,54.0
Basavangudi,2.0,1230.0,2.0,80.0
Electronic City,2.0,660.0,1.0,23.0
other,2.0,1007.0,2.0,48.0
other,4.0,1050.0,6.0,74.0
Whitefield,3.0,1820.0,3.0,113.0
other,2.0,1100.0,2.0,60.0
other,2.0,1348.0,2.0,100.0
Kasavanhalli,2.0,1230.0,2.0,66.25
Horamavu Agara,3.0,1176.0,2.0,37.62
Uttarahalli,3.0,1590.0,3.0,57.0
Frazer Town,2.0,1200.0,2.0,78.0
other,2.0,1298.0,2.0,65.0
Hosa Road,2.0,1161.0,2.0,55.15
other,4.0,1350.0,4.0,175.0
Kothanur,2.0,1285.0,2.0,60.0
Electronic City,3.0,1644.0,3.0,92.59
Kasavanhalli,3.0,1819.0,3.0,150.0
1st Phase JP Nagar,2.0,1205.0,2.0,85.0
Basavangudi,3.0,2350.0,3.0,300.0
Uttarahalli,2.0,1050.0,2.0,42.0
Raja Rajeshwari Nagar,2.0,1270.0,2.0,62.0
9th Phase JP Nagar,3.0,1240.0,2.0,39.89
Jigani,3.0,1221.0,3.0,70.0
other,3.0,840.0,2.0,35.0
Kanakpura Road,2.0,1339.0,2.0,63.0
Thigalarapalya,4.0,4303.0,5.0,300.0
Haralur Road,2.0,1315.0,2.0,85.0
Raja Rajeshwari Nagar,2.0,1250.0,2.0,68.0
Bisuvanahalli,2.0,850.0,2.0,27.0
7th Phase JP Nagar,3.0,1600.0,2.0,110.0
Electronic City,2.0,1250.0,2.0,62.0
other,3.0,1312.0,2.0,56.5
Kadugodi,4.0,3000.0,4.0,134.0
Electronic City Phase II,2.0,1300.0,2.0,28.0
Whitefield,3.0,1990.0,3.0,98.0
other,2.0,760.0,2.0,38.5
Ambedkar Nagar,4.0,5000.0,4.0,536.0
Kadugodi,3.0,1614.0,2.0,59.0
Judicial Layout,4.0,1500.0,3.0,162.0
other,3.0,1182.0,2.0,60.1
other,2.0,1053.0,2.0,46.29
6th Phase JP Nagar,1.0,750.0,1.0,105.0
Gubbalala,3.0,2000.0,3.0,125.0
Electronic City Phase II,3.0,1940.0,4.0,116.0
Hennur Road,3.0,1590.0,3.0,105.0
other,2.0,1035.0,2.0,52.79
Kothanur,2.0,1075.0,2.0,53.0
TC Palaya,2.0,900.0,2.0,55.0
Raja Rajeshwari Nagar,3.0,1260.0,2.0,62.0
Thanisandra,3.0,1702.0,3.0,107.0
Bisuvanahalli,3.0,1080.0,2.0,65.0
Kasavanhalli,2.0,1189.0,2.0,45.0
Tumkur Road,2.0,1035.0,2.0,39.0
Hennur Road,2.0,1200.0,2.0,36.0
other,3.0,1200.0,3.0,200.0
Kanakpura Road,3.0,1300.0,3.0,69.0
Yelahanka,2.0,1330.0,2.0,93.65
Kaggalipura,3.0,1210.0,2.0,65.0
Chikkalasandra,3.0,1350.0,2.0,54.2
Kaval Byrasandra,3.0,1900.0,2.0,65.0
Ambedkar Nagar,3.0,1935.0,4.0,125.0
other,3.0,1410.0,3.0,90.0
Narayanapura,2.0,1469.0,2.0,99.14
Varthur,2.0,986.0,2.0,30.0
other,3.0,1460.0,2.0,87.0
other,3.0,1260.0,2.0,85.05
Chandapura,3.0,1345.0,2.0,39.5
Panathur,2.0,980.0,2.0,57.0
Kudlu Gate,2.0,1164.0,2.0,75.0
Subramanyapura,2.0,929.0,1.0,51.0
Kundalahalli,2.0,1065.0,2.0,70.0
Budigere,2.0,1172.0,2.0,56.725
other,3.0,3000.0,3.0,265.0
Electronic City,2.0,1020.0,2.0,30.27
Gunjur,3.0,1362.0,3.0,62.63
Yeshwanthpur,1.0,672.0,1.0,36.85
Brookefield,3.0,1746.0,3.0,115.0
Electronic City,2.0,1025.0,2.0,29.6
Harlur,2.0,1532.0,2.0,65.0
other,3.0,1200.0,2.0,120.0
other,2.0,1250.0,2.0,65.0
Thanisandra,2.0,1188.0,2.0,39.0
Whitefield,4.0,3565.0,4.0,218.0
Marathahalli,2.0,1170.0,2.0,85.0
other,3.0,1800.0,3.0,150.0
other,2.0,1000.0,2.0,35.0
Cooke Town,3.0,2600.0,3.0,375.0
Kasturi Nagar,4.0,2507.0,4.0,155.0
Babusapalaya,2.0,1061.0,2.0,34.0
KR Puram,2.0,1290.0,2.0,69.0
Sarjapur,2.0,1200.0,2.0,42.6
Bharathi Nagar,2.0,1120.0,2.0,39.29
Electronic City,1.0,418.0,1.0,12.0
Sarjapur,3.0,1333.0,3.0,50.0
Sarjapur  Road,3.0,1691.0,3.0,119.0
Thanisandra,1.0,747.0,1.0,34.355
Koramangala,3.0,1700.0,3.0,250.0
Thanisandra,3.0,2030.0,4.0,125.0
Balagere,2.0,1012.0,2.0,70.0
Kudlu,3.0,1245.0,2.0,60.0
7th Phase JP Nagar,3.0,1765.0,3.0,118.0
Gottigere,2.0,1110.0,2.0,36.25
other,2.0,967.0,2.0,47.8
Sarjapur,2.0,1044.0,2.0,36.0
Brookefield,3.0,1518.0,3.0,80.0
KR Puram,3.0,1300.0,2.0,57.0
other,3.0,1798.0,3.0,73.0
KR Puram,2.0,866.28,2.0,36.38
Whitefield,4.0,3410.0,5.0,253.0
Singasandra,2.0,1179.0,2.0,56.0
Uttarahalli,2.0,1125.0,2.0,48.0
other,3.0,2098.0,3.0,210.0
other,3.0,2400.0,3.0,270.0
Haralur Road,3.0,1976.0,3.0,92.0
5th Phase JP Nagar,2.0,1190.0,2.0,61.8
other,3.0,1800.0,3.0,192.0
Jakkur,3.0,1761.0,3.0,84.52
Cooke Town,3.0,1700.0,3.0,120.0
Ramamurthy Nagar,4.0,900.0,4.0,70.0
Electronic City,2.0,1128.0,2.0,64.8
other,3.0,2000.0,3.0,85.0
Electronic City,3.0,1220.0,2.0,35.25
other,1.0,509.0,1.0,20.0
Ambedkar Nagar,3.0,1852.0,4.0,122.0
Varthur,2.0,1045.0,2.0,40.65
other,4.0,3535.0,4.0,215.0
Marathahalli,2.0,1102.0,2.0,53.67
other,4.0,1800.0,3.0,82.0
Hebbal Kempapura,3.0,1436.0,2.0,75.0
other,3.0,1397.0,2.0,52.0
Kothanur,2.0,1140.0,2.0,56.0
Balagere,1.0,645.0,1.0,55.0
Nagarbhavi,3.0,1200.0,3.0,225.0
other,3.0,2050.0,3.0,135.0
Sarjapur  Road,2.0,1335.0,2.0,95.0
other,2.0,2100.0,1.0,200.0
Hebbal,3.0,1255.0,3.0,77.68
Thanisandra,2.0,1140.0,2.0,59.0
Hosakerehalli,3.0,2376.0,3.0,240.0
Thanisandra,1.0,663.0,1.0,46.0
other,2.0,1276.0,2.0,146.0
Kanakpura Road,3.0,1450.0,3.0,60.9
Kodichikkanahalli,3.0,1400.0,3.0,66.0
other,2.0,1339.0,2.0,53.56
Electronic City,3.0,1220.0,2.0,35.23
Malleshwaram,3.0,2200.0,3.0,275.0
other,2.0,1305.0,2.0,52.0
Green Glen Layout,3.0,1740.0,3.0,80.0
Anekal,2.0,680.0,1.0,21.0
Bannerghatta Road,2.0,1154.0,2.0,47.0
Munnekollal,2.0,1200.0,2.0,40.0
Hennur,2.0,1155.0,2.0,54.5
Sarjapur  Road,3.0,1525.0,2.0,63.0
Giri Nagar,1.0,600.0,1.0,125.0
Hebbal,4.0,2470.0,5.0,192.0
Padmanabhanagar,2.0,1100.0,2.0,60.0
Hormavu,2.0,1250.0,2.0,65.0
Kothanur,2.0,1400.0,2.0,70.0
other,3.0,1600.0,3.0,100.0
Electronic City,2.0,1060.0,2.0,55.0
Horamavu Banaswadi,2.0,1272.0,2.0,50.0
Kanakpura Road,2.0,1296.0,2.0,105.0
other,4.0,2100.0,3.0,280.0
Karuna Nagar,3.0,1945.0,3.0,115.0
Chandapura,3.0,1033.0,2.0,30.47
other,3.0,2300.0,2.0,69.0
other,2.0,1235.0,2.0,52.76
other,3.0,2100.0,3.0,270.0
other,2.0,850.0,2.0,42.5
Subramanyapura,3.0,1880.0,3.0,110.0
1st Block Jayanagar,4.0,2450.0,4.0,368.0
Kenchenahalli,2.0,1060.0,2.0,52.0
Hennur Road,3.0,2041.0,3.0,138.0
Hulimavu,2.0,1050.0,2.0,125.0
Vasanthapura,2.0,1037.0,2.0,36.28
other,2.0,1150.0,2.0,39.0
LB Shastri Nagar,2.0,1184.0,2.0,62.0
Sarjapur  Road,3.0,1680.0,3.0,126.0
Thanisandra,3.0,1411.0,3.0,100.0
Kanakpura Road,2.0,900.0,2.0,41.0
other,4.0,3500.0,4.0,320.0
Thanisandra,3.0,1702.0,3.0,120.0
Yelahanka,2.0,1185.0,2.0,45.0
Kanakpura Road,3.0,1300.0,3.0,64.0
other,3.0,1545.0,3.0,65.0
6th Phase JP Nagar,3.0,1515.0,2.0,135.0
Jigani,3.0,1300.0,3.0,55.0
JP Nagar,2.0,1107.0,2.0,57.0
Old Madras Road,3.0,1720.0,3.0,106.0
other,3.0,1540.0,3.0,150.0
Bannerghatta Road,2.0,1000.0,2.0,44.5
Electronic City,1.0,710.0,1.0,40.42
Thanisandra,2.0,1100.0,2.0,38.0
other,4.0,3200.0,4.0,270.0
other,2.0,900.0,2.0,160.0
Bannerghatta Road,2.0,1250.0,2.0,48.0
Hegde Nagar,3.0,1584.01,3.0,104.0
other,4.0,875.0,4.0,150.0
Kammasandra,4.0,1200.0,6.0,60.0
Kaggadasapura,3.0,1485.0,2.0,70.0
Hennur Road,3.0,1100.0,2.0,78.0
8th Phase JP Nagar,2.0,1245.0,2.0,59.0
Hennur Road,4.0,1880.0,4.0,154.0
Frazer Town,3.0,2214.0,3.0,350.0
other,2.0,1050.0,2.0,45.0
Vishveshwarya Layout,4.0,600.0,4.0,95.0
Bannerghatta Road,3.0,1640.0,3.0,105.0
other,2.0,1165.0,2.0,65.0
Kengeri Satellite Town,2.0,1110.0,2.0,43.0
other,4.0,4000.0,4.0,630.0
Uttarahalli,4.0,4500.0,4.0,150.0
other,4.0,600.0,4.0,65.0
Haralur Road,2.0,1300.0,2.0,75.0
other,2.0,1200.0,1.0,42.0
Yelahanka,2.803743235117258,1500.0,2.6926096474673513,12.75
Hennur Road,2.0,1232.0,2.0,69.61
Jalahalli,3.0,1704.0,3.0,94.36
7th Phase JP Nagar,3.0,1275.0,2.0,88.0
Sarjapur  Road,3.0,1222.0,2.0,68.0
Varthur,2.0,1155.0,2.0,39.0
Electronic City,2.0,1000.0,2.0,29.95
Horamavu Banaswadi,2.0,1200.0,2.0,45.0
Yelahanka,3.0,1517.0,3.0,71.28
Horamavu Agara,2.0,1166.0,2.0,37.29
Electronic City,2.0,870.0,2.0,24.0
Rajaji Nagar,4.0,1350.0,4.0,230.0
Yelahanka,4.0,3019.0,6.0,190.0
Whitefield,3.0,1345.0,3.0,58.0
Dommasandra,3.0,900.0,3.0,75.0
EPIP Zone,4.0,3800.0,5.0,170.0
Chandapura,3.0,971.0,2.0,38.0
Hennur,2.0,1255.0,2.0,52.32
EPIP Zone,2.0,1810.0,2.0,65.0
other,2.0,1300.0,2.0,58.0
Thanisandra,2.0,1185.0,2.0,45.0
Pattandur Agrahara,2.0,1350.0,2.0,68.0
Budigere,3.0,1590.0,3.0,76.16
Brookefield,4.0,1560.0,3.0,149.0
Somasundara Palya,3.0,1650.0,3.0,126.0
other,3.0,1645.0,3.0,87.0
Hennur Road,3.0,1748.0,3.0,103.0
Channasandra,3.0,1200.0,3.0,67.77
Kengeri Satellite Town,2.0,1170.0,2.0,50.0
Sarjapur  Road,4.0,3420.0,4.0,225.0
Hulimavu,3.0,1320.0,2.0,65.0
Bhoganhalli,3.0,1610.0,3.0,84.53
Frazer Town,3.0,1870.0,3.0,180.0
Sarjapur  Road,3.0,1510.0,2.0,110.0
other,3.0,1305.0,2.0,45.68
Mahadevpura,3.0,1500.0,2.0,70.0
Indira Nagar,2.0,1149.0,2.0,130.0
Thanisandra,4.0,1948.0,4.0,129.0
Margondanahalli,3.0,1448.0,3.0,70.0
Sarjapur  Road,2.0,1242.0,2.0,78.0
Sonnenahalli,2.0,1268.0,2.0,58.0
Ramamurthy Nagar,2.0,1101.0,2.0,50.0
other,2.0,1255.0,2.0,65.0
Gunjur,3.0,1362.0,3.0,62.63
Sarjapur  Road,3.0,984.0,3.0,140.0
Hosa Road,2.0,1089.0,2.0,32.67
other,2.0,800.0,1.0,95.0
Uttarahalli,3.0,1345.0,2.0,57.0
other,4.0,1650.0,2.0,140.0
Kaggalipura,2.0,950.0,2.0,45.0
HBR Layout,2.0,1068.0,2.0,43.0
Yelahanka New Town,2.0,860.0,1.0,31.0
Yelahanka,3.0,1756.0,3.0,66.73
Whitefield,2.0,1205.0,2.0,41.0
Banashankari,3.0,1800.0,3.0,125.0
other,4.0,8321.0,5.0,2912.0
Hormavu,3.0,1604.0,3.0,68.0
Old Airport Road,4.0,2732.0,4.0,204.0
Chandapura,2.0,1015.0,2.0,25.88
Banashankari,3.0,1200.0,2.0,42.0
Ananth Nagar,2.0,1010.0,2.0,38.0
Nagarbhavi,2.0,1250.0,3.0,170.0
Doddakallasandra,2.0,1010.0,2.0,41.0
Yelahanka,2.0,1050.0,2.0,33.1
Harlur,3.0,1710.0,3.0,85.0
Mysore Road,3.0,1248.52,3.0,115.0
Attibele,1.0,410.0,1.0,10.0
Bannerghatta Road,3.0,1656.0,2.0,62.93
other,3.0,1451.0,3.0,68.0
JP Nagar,2.0,1250.0,2.0,93.0
other,3.0,4395.0,3.0,240.0
Hebbal,4.0,4600.0,6.0,650.0
Sonnenahalli,3.0,1340.0,2.0,42.0
other,2.0,1100.0,2.0,38.5
Whitefield,4.0,6000.0,6.0,700.0
 Devarachikkanahalli,3.0,1700.0,3.0,71.0
KR Puram,2.0,1096.0,2.0,43.0
Electronic City Phase II,2.0,1160.0,2.0,33.5
other,3.0,1936.0,3.0,139.0
Nehru Nagar,3.0,1269.0,2.0,63.0
other,3.0,3500.0,3.0,630.0
Panathur,3.0,1586.0,3.0,125.0
Rajaji Nagar,2.0,1376.0,2.0,124.0
Kanakpura Road,3.0,1452.0,3.0,56.5
Hosa Road,3.0,1538.0,3.0,107.0
Hosur Road,3.0,1427.0,2.0,130.0
other,2.0,935.0,2.0,40.0
other,2.0,1220.0,2.0,65.0
Harlur,2.0,1197.0,2.0,77.0
Varthur,2.0,674.0,1.0,19.9
Kengeri,1.0,410.0,1.0,15.0
Thanisandra,3.0,1573.0,3.0,90.0
Dodda Nekkundi,2.0,1135.0,2.0,58.0
other,3.0,1400.0,2.0,40.43
other,1.0,1200.0,1.0,65.0
other,3.0,1800.0,3.0,95.0
other,3.0,2045.0,3.0,108.0
Sonnenahalli,2.0,1268.0,2.0,56.0
Kambipura,2.0,883.0,2.0,39.0
Yelahanka,3.0,1600.0,3.0,100.0
Thanisandra,2.0,1056.0,2.0,70.0
Whitefield,4.0,4500.0,4.0,330.0
KR Puram,2.0,1204.0,2.0,58.0
other,3.0,1410.0,2.0,54.0
Hennur Road,2.0,1460.0,2.0,80.3
Dodda Nekkundi,2.0,1100.0,2.0,41.18
other,2.0,1310.0,2.0,88.0
Sector 2 HSR Layout,3.0,1600.0,3.0,90.0
other,2.0,1250.0,2.0,55.0
Sarjapur  Road,3.0,1665.0,3.0,74.93
Uttarahalli,3.0,1345.0,2.0,57.0
Singasandra,2.0,1416.0,2.0,67.0
HSR Layout,2.0,1145.0,2.0,46.0
Jigani,3.0,1231.0,3.0,58.0
Yelahanka,3.0,1664.0,3.0,73.95
TC Palaya,3.0,2000.0,3.0,76.0
Rajiv Nagar,2.0,972.0,2.0,43.0
other,4.0,4500.0,4.0,345.0
Bellandur,2.0,1185.0,2.0,47.39
Green Glen Layout,3.0,1750.0,3.0,81.0
other,3.0,3155.0,4.0,316.0
Balagere,2.0,1007.0,2.0,68.0
Rajaji Nagar,3.0,1700.0,3.0,200.0
Whitefield,2.0,1250.0,2.0,85.0
other,2.0,1200.0,2.0,54.0
Horamavu Agara,2.0,994.0,2.0,42.28
Ramamurthy Nagar,2.0,1150.0,2.0,40.0
Thanisandra,2.0,1220.0,2.0,46.0
other,2.0,1441.0,2.0,115.0
Old Madras Road,2.0,1157.0,2.0,47.32
Thigalarapalya,2.0,1400.0,2.0,105.0
Tindlu,3.0,1370.07,3.0,65.0
Judicial Layout,2.0,900.0,2.0,40.0
other,1.0,418.0,1.0,17.0
other,3.0,1200.0,3.0,80.0
ISRO Layout,2.0,1200.0,2.0,43.0
Talaghattapura,2.0,1062.0,2.0,42.48
Kanakpura Road,2.0,1120.0,2.0,51.0
Bannerghatta Road,2.0,1012.0,2.0,44.0
other,3.0,1500.0,2.0,200.0
ISRO Layout,4.0,950.0,4.0,180.0
other,2.0,675.0,2.0,13.5
Kanakpura Road,2.0,1430.0,2.0,78.0
Channasandra,3.0,1195.0,2.0,56.0
Old Madras Road,3.0,2640.0,5.0,150.0
Bisuvanahalli,3.0,1075.0,2.0,42.0
Hennur Road,3.0,1570.0,3.0,75.99
Sonnenahalli,2.0,1011.0,2.0,59.0
7th Phase JP Nagar,3.0,1450.0,2.0,102.0
Sarjapur  Road,2.0,1129.0,2.0,69.0
Sarjapura - Attibele Road,2.0,1126.0,2.0,36.0
Attibele,3.0,1200.0,3.0,110.0
